"CHEM_ID","LIB_ID","COMP_ID","CHRO_LIB_ENTRY_ID","SUPER_PATHWAY","SUB_PATHWAY","PATHWAY_SORTORDER","TYPE","INCHIKEY","SMILES","CHEMICAL_NAME","PLOT_NAME","X","HMDB","PUBCHEM","CHEMSPIDER","KEGG","CAS","PRIMARY_ID","X.1","X.2","X.3","X.4","X.5","Standardized name"
100002749,209,39592,141914,"Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism",457,"NAMED","IDIDJDIHTAOVLG-VKHMYHEASA-N","OC([C@H](CSC)N)=O","S-methylcysteine","S-methylcysteine",NA,"hmdb:HMDB0002108","pubchem:24417,7058174,88180","chemspider:22826","","CAS:1187-84-4","hmdb:HMDB0002108",NA,NA,NA,NA,"","Methylcysteine"
100002761,209,61846,218457,"Lipid","Androgenic Steroids",3341,"NAMED","VFUIRAVTUVCQTF-BSOWLZGZSA-N","O[C@H]1[C@H](O)[C@@H]([C@](O)=O)O[C@@H](O[C@@H]2CC[C@@]3(C)[C@](CC[C@]4([H])[C@]3([H])CC[C@@]5(C)[C@@]4([H])CCC5=O)([H])C2)[C@@H]1O","androsterone glucuronide","androsterone glucuronide",NA,"hmdb:HMDB0002829","pubchem:114833","chemspider:102793","kegg:C11135","CAS:1852-43-3","hmdb:HMDB0002829",NA,NA,NA,NA,"","Androsterone 3-glucuronide"
100002769,400,57461,211115,"Amino Acid","Urea cycle; Arginine and Proline Metabolism",522,"NAMED","BMFMQGXDDJALKQ-BYPYZUCNSA-N","N=C(N)NCCC[C@H](O)C(O)=O","argininate*","argininate*",NA,"hmdb:HMDB0003148","pubchem:160437","chemspider:140984","","CAS:157-07-3","hmdb:HMDB0003148",NA,NA,NA,NA,"","Argininic acid"
100002773,402,39788,159190,"Xenobiotics","Food Component/Plant",5056,"NAMED","JVKYZPBMZPJNAJ-OQFNDJACSA-N","O[C@H](C1)CC[C@@]2(C)C1=CC[C@]3([H])[C@]2([H])CC[C@@]4(C)[C@@]3([H])C[C@@]5([H])[C@]4([H])[C@H](C)[C@]6([H])N5C[C@@H](C)CC6","solanidine","solanidine",NA,"hmdb:HMDB0003236","pubchem:65727","chemspider:59150","kegg:C06543","CAS:80-78-4","hmdb:HMDB0003236",NA,NA,NA,NA,"","Solanidine"
100002784,400,55072,208196,"Amino Acid","Urea cycle; Arginine and Proline Metabolism",491,"NAMED","ARBHXJXXVVHMET-UHFFFAOYSA-N","OC(C(CCC/N=C(N)/N)=O)=O","2-oxoarginine*","2-oxoarginine*",NA,"hmdb:HMDB0004225","pubchem:558","chemspider:542","kegg:C03771","CAS:3715-10-4","hmdb:HMDB0004225",NA,NA,NA,NA,"","2-Oxoarginine"
100002796,209,62873,220667,"Lipid","Medium Chain Fatty Acid",1496,"NAMED","XKZKQTCECFWKBN-SREVYHEPSA-N","OC(CC\C=C/CCCCC)=O","cis-4-decenoate (10:1n6)*","cis-4-decenoate (10:1n6)*",NA,"hmdb:HMDB0004980","pubchem:5282726","chemspider:4471776","","CAS:505-90-8","hmdb:HMDB0004980",NA,NA,NA,NA,"","4Z-Decenoic acid"
100002800,402,38643,159093,"Xenobiotics","Drug - Respiratory",5940,"NAMED","JCCNYMKQOSZNPW-UHFFFAOYSA-N","ClC(C=C1)=CC2=C1\C(C3=NC=CC=C3CC2)=C4CCN(C(OCC)=O)CC/4","loratadine","loratadine",NA,"hmdb:HMDB0005000","pubchem:3957","chemspider:3820","kegg:D00364","CAS:79794-75-5","hmdb:HMDB0005000",NA,NA,NA,NA,"","Loratadine"
100002802,402,38619,159079,"Xenobiotics","Drug - Metabolic",5778,"NAMED","XUKUURHRXDUEBC-KAYWLYCHSA-N","FC(C=C1)=CC=C1C2=C(C3=CC=CC=C3)C(C(NC4=CC=CC=C4)=O)=C(C(C)C)N2CC[C@H](C[C@H](CC(O)=O)O)O","atorvastatin (lipitor)","atorvastatin (lipitor)",NA,"hmdb:HMDB0005006","pubchem:60822","chemspider:54810","kegg:D07474,D02258,D00887","CAS:134523-03-8","hmdb:HMDB0005006",NA,NA,NA,NA,"","Atorvastatin"
100002804,402,39757,159176,"Xenobiotics","Drug - Psychoactive",5863,"NAMED","VGKDLMBJGBXTGI-SJCJKPOMSA-N","ClC(C=[C@@](C=C1)[C@@H](C2=CC=CC=C32)CC[C@@H]3NC)=C1Cl","sertraline","sertraline",NA,"hmdb:HMDB0005010","pubchem:68617","chemspider:61881","kegg:C07246","CAS:79559-97-0","hmdb:HMDB0005010",NA,NA,NA,NA,"","Sertraline"
100002805,209,38599,141874,"Xenobiotics","Drug - Analgesics, Anesthetics",5411,"NAMED","RZEKVGVHFLEQIL-UHFFFAOYSA-N","FC(F)(C1=NN(C(C=C2)=CC=C2S(=O)(N)=O)C(C3=CC=C(C)C=C3)=C1)F","celecoxib","celecoxib",NA,"hmdb:HMDB0005014","pubchem:2662","chemspider:2562","kegg:D00567,C07589","CAS:169590-42-5","hmdb:HMDB0005014",NA,NA,NA,NA,"","Celecoxib"
100002806,209,38686,141902,"Xenobiotics","Drug - Neurological",5830,"NAMED","UGJMXCAKCUNAIE-UHFFFAOYSA-N","NCC1(CCCCC1)CC(O)=O","gabapentin","gabapentin",NA,"hmdb:HMDB0005015","pubchem:3446","chemspider:3328","kegg:D00332","CAS:60142-96-3","hmdb:HMDB0005015",NA,NA,NA,NA,"","Gabapentin"
100002807,402,38623,159083,"Xenobiotics","Drug - Psychoactive",5864,"NAMED","PNVNVHUZROJLTJ-UHFFFAOYSA-N","COC1=CC=C(C(C2(CCCCC2)O)CN(C)C)C=C1","venlafaxine","venlafaxine",NA,"hmdb:HMDB0005016","pubchem:5656","chemspider:5454","kegg:C07187","CAS:93413-69-5","hmdb:HMDB0005016",NA,NA,NA,NA,"","Venlafaxine"
100002808,209,38609,153594,"Xenobiotics","Drug - Gastrointestinal",5748,"NAMED","IQPSEEYGBUAQFF-UHFFFAOYSA-N","COC1=C(C(CS(C2=NC3=CC=C(C=C3N2)OC(F)F)=O)=NC=C1)OC","pantoprazole","pantoprazole",NA,"hmdb:HMDB0005017","pubchem:4679","chemspider:4517","kegg:C11806","CAS:102625-70-7","hmdb:HMDB0005017",NA,NA,NA,NA,"","Pantoprazole"
100002809,402,39787,159189,"Xenobiotics","Drug - Psychoactive",5891,"NAMED","URKOMYMAXPYINW-UHFFFAOYSA-N","OCCOCCN1CCN(C2=NC3=CC=CC=C3SC4=CC=CC=C24)CC1","quetiapine","quetiapine",NA,"hmdb:HMDB0005021","pubchem:5002","chemspider:4827","kegg:D08456,
DG00899,C07397","CAS:111974-69-7","hmdb:HMDB0005021",NA,NA,NA,NA,"","Quetiapine"
100002825,402,39760,159177,"Cofactors and Vitamins","Vitamin A Metabolism",4429,"NAMED","GGCUJPCCTQNTJF-FRCNGJHJSA-N","O=C1CCC(C)(C)C(/C=C/C(C)=C/C=C/C(C)=C/C(O)=O)=C1C","4-oxo-retinoic acid","4-oxo-retinoic acid",NA,"hmdb:HMDB0006285","pubchem:6437063","chemspider:4941652","","CAS:38030-57-8","hmdb:HMDB0006285",NA,NA,NA,NA,"","4-Oxo-retinoic acid"
100002849,209,39603,141920,"Xenobiotics","Chemical",6094,"NAMED","IWJBVMJWSPZNJH-XWBUKDKVSA-N","O[C@H]([C@H]1O)[C@@H]([C@@H]([C@](O)=O)OC1OCC)O","ethyl glucuronide","ethyl glucuronide",NA,"hmdb:HMDB0010325","pubchem:18392195","chemspider:134174","","CAS:17685-04-0","hmdb:HMDB0010325",NA,NA,NA,NA,"","Ethyl glucuronide"
100002873,402,49617,161405,"Lipid","Lysophospholipid",2650,"NAMED","SKJMUADLQLZAGH-WJOKGBTCSA-N","CCCCCCCCCCCCCCCCCCCCCCCC(OC[C@H](COP([O-])(OCC[N+](C)(C)C)=O)O)=O","1-lignoceroyl-GPC (24:0)","1-lignoceroyl-GPC (24:0)",NA,"hmdb:HMDB0010405","pubchem:24779481","chemspider:24766539","","CAS:325171-59-3","hmdb:HMDB0010405",NA,NA,NA,NA,"","LPC 24:0/0:0"
100002875,402,52474,165152,"Lipid","Lysoplasmalogen",2834,"NAMED","HTZINLFNXLXRBC-CQLBIITFSA-N","CCCCCCCCCCCCCC/C=C\OC[C@H](COP([O-])(OCC[N+](C)(C)C)=O)O","1-(1-enyl-palmitoyl)-GPC (P-16:0)*","1-(1-enyl-palmitoyl)-GPC (P-16:0)*",NA,"hmdb:HMDB0010407","pubchem:10917802","chemspider:9093054","","","hmdb:HMDB0010407",NA,NA,NA,NA,"","LPC P-16:0"
100002910,400,62946,220814,"Amino Acid","Histidine Metabolism",92,"NAMED","UJCGYTCAMOHYCG-UHFFFAOYSA-N","O=C(O)CC1=CN=CN1C","1-methyl-5-imidazoleacetate","1-methyl-5-imidazoleacetate",NA,"hmdb:HMDB04988","pubchem:6451814","chemspider:4954265","","CAS:4200-48-0","hmdb:HMDB04988",NA,NA,NA,NA,"","1-Methyl-5-imidazoleacetic acid"
100002911,209,39379,143714,"Lipid","Secondary Bile Acid Metabolism",3515,"NAMED","GHCZAUBVMUEKKP-XROMFQGDSA-N","[H][C@]1([C@H](C)CCC(NCC(O)=O)=O)CC[C@@]2([H])[C@]3([H])[C@@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@@]21C","glycoursodeoxycholate","glycoursodeoxycholate",NA,"hmdb:HMDB0000708","pubchem:12310288","chemspider:19973534","","CAS:64480-66-6","hmdb:HMDB0000708",NA,NA,NA,NA,"","Glycoursodeoxycholic acid"
100002912,209,39378,143716,"Lipid","Secondary Bile Acid Metabolism",3519,"NAMED","BHTRKEVKTKCXOH-BWIGJTJCSA-N","O=C(NCCS(=O)(O)=O)CC[C@@H](C)C1CC[C@@]2([H])[C@]3([H])[C@@H](O)CC4C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@@]21C","tauroursodeoxycholate","tauroursodeoxycholate",NA,"hmdb:HMDB0000874","pubchem:9848818","chemspider:24539842","","CAS:14605-22-2","hmdb:HMDB0000874",NA,NA,NA,NA,"","Tauroursodeoxycholic acid"
100002914,209,39587,141912,"Xenobiotics","Benzoate Metabolism",4574,"NAMED","NMHMNPHRMNGLLB-UHFFFAOYSA-N","OC1=CC=C(CCC(O)=O)C=C1","3-(4-hydroxyphenyl)propionate","3-(4-hydroxyphenyl)propionate",NA,"hmdb:HMDB0002199","pubchem:10394","chemspider:9965","kegg:C01744","CAS:501-97-3","hmdb:HMDB0002199",NA,NA,NA,NA,"","Desaminotyrosine"
100002927,305,43378,211418,"Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism",458,"NAMED","ZZLHPCSGGOGHFW-UHFFFAOYSA-N","NC(CS(C)=O)C(O)=O","S-methylcysteine sulfoxide","S-methylcysteine sulfoxide",NA,"hmdb:HMDB0029432","pubchem:82142","chemspider:74136","","CAS:6853-87-8","hmdb:HMDB0029432",NA,NA,NA,NA,"","2-amino-3-methanesulfinylpropanoic acid"
100002928,400,39678,156626,"Xenobiotics","Drug - Analgesics, Anesthetics",5430,"NAMED","GVGYEFKIHJTNQZ-CLRIEMFWSA-N","O=C(O[C@H]1CC2CCC(N2C)[C@H]1[C@@](O)=O)C3=CC=CC=C3","benzoylecgonine","benzoylecgonine",NA,"hmdb:HMDB0041836","pubchem:448223","chemspider:391300","kegg:C10847","CAS:519-09-5","hmdb:HMDB0041836",NA,NA,NA,NA,"","Benzoyl ecgonine"
100002945,209,38768,143701,"Lipid","Fatty Acid, Branched",1643,"NAMED","IIUXHTGBZYEGHI-UHFFFAOYSA-N","CC(CCCCCCCCCCCCCC(O)=O)C","(14 or 15)-methylpalmitate (a17:0 or i17:0)","(14 or 15)-methylpalmitate (a17:0 or i17:0)",NA,"hmdb:HMDB0061859","pubchem:8181,17903417","","kegg:C16995","","hmdb:HMDB0061859",NA,NA,NA,NA,"","Methylpalmitic acid"
100002951,209,39831,141952,"Lipid","Fatty Acid, Dicarboxylate",1703,"NAMED","JJOJFIHJIRWASH-UHFFFAOYSA-N","O=C(O)CCCCCCCCCCCCCCCCCCC(O)=O","eicosanedioate (C20-DC)","eicosanedioate (C20-DC)",NA,"","pubchem:75502","chemspider:68030","","CAS:2424-92-2","pubchem:75502",NA,NA,NA,NA,"","Eicosanedioic acid"
100002952,209,39837,141956,"Lipid","Fatty Acid, Dicarboxylate",1705,"NAMED","DGXRZJSPDXZJFG-UHFFFAOYSA-N","O=C(O)CCCCCCCCCCCCCCCCCCCCC(O)=O","docosadioate (C22-DC)","docosadioate (C22-DC)",NA,"","pubchem:7641","chemspider:214170","kegg:C14240","CAS:505-56-6","pubchem:7641",NA,NA,NA,NA,"","Docosanedioic acid"
100002953,209,39609,141922,"Lipid","Fatty Acid, Monohydroxy",2011,"NAMED","UGAGPNKCDRTDHP-UHFFFAOYSA-N","OC(CCCCCCCCCCCCCCCO)=O","16-hydroxypalmitate","16-hydroxypalmitate",NA,"hmdb:HMDB0006294","pubchem:10466","chemspider:10034","kegg:C18218","CAS:506-13-8","hmdb:HMDB0006294",NA,NA,NA,NA,"","Juniperic acid"
100002968,400,39767,156636,"Xenobiotics","Drug - Antibiotic",5522,"NAMED","LOUPRKONTZGTKE-WGFDLZGGSA-N","COC1=CC2=C(N=CC=C2[C@@H](O)C3N(CC4C=C)CCC4C3)C=C1","quinine","quinine",NA,"hmdb:HMDB0014611","pubchem:3034034","chemspider:2010267","kegg:C06526","CAS:130-95-0","hmdb:HMDB0014611",NA,NA,NA,NA,"","Quinine"
100002989,402,46798,165353,"Lipid","Diacylglycerol",2927,"NAMED","BLZVZPYMHLXLHG-RQOIEFAZSA-N","CCCCCCCC/C=C\CCCCCCCC(OCC(CO)OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)=O","oleoyl-linoleoyl-glycerol (18:1/18:2) [1]","oleoyl-linoleoyl-glycerol (18:1/18:2) [1]",NA,"hmdb:HMDB0007219","pubchem:14275396","chemspider:23975985","","CAS:106292-55-1","hmdb:HMDB0007219",NA,NA,NA,NA,"","DG 18:1_18:2"
100002990,402,46799,165354,"Lipid","Diacylglycerol",2928,"NAMED","GREDRAMJRDQWEJ-LTEAFHAISA-N","CCCCCCCC/C=C\CCCCCCCC(OCC(COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)O)=O","oleoyl-linoleoyl-glycerol (18:1/18:2) [2]","oleoyl-linoleoyl-glycerol (18:1/18:2) [2]",NA,"hmdb:HMDB0007219","pubchem:71433693","chemspider:29788004","","CAS:104346-53-4","hmdb:HMDB0007219",NA,NA,NA,NA,"","DG 18:1_18:2"
100003000,402,39270,163991,"Lipid","Lysoplasmalogen",2835,"NAMED","QYTPGOPLNFESQC-RLHAVTDZSA-N","O=P(OCC[NH3+])([O-])OC[C@H](O)CO/C=C/CCCCCCCCCCCCCC","1-(1-enyl-palmitoyl)-GPE (P-16:0)*","1-(1-enyl-palmitoyl)-GPE (P-16:0)*",NA,"hmdb:HMDB0011152","","chemspider:10471193","","","hmdb:HMDB0011152",NA,NA,NA,NA,"","LPE P-16:0"
100003001,402,39271,180976,"Lipid","Lysoplasmalogen",2839,"NAMED","KACDZDULGKPXHT-BIHRDVDLSA-N","O=P(OCC[NH3+])([O-])OC[C@H](O)CO/C=C/CCCCCCCCCCCCCCCC","1-(1-enyl-stearoyl)-GPE (P-18:0)*","1-(1-enyl-stearoyl)-GPE (P-18:0)*",NA,"hmdb:HMDB0240598","","","","","hmdb:HMDB0240598",NA,NA,NA,NA,"","LPE P-18:0"
100003009,402,39273,159125,"Xenobiotics","Drug - Antibiotic",5497,"NAMED","JBIWCJUYHHGXTC-VONWRGRHSA-N","O[C@@]12C([C@H](N(C)C)C(O)=C(C(N)=O)C2=O)[C@@H](O)C(C(C3=O)=C1O)[C@@H](C)C4=C3C(O)=CC=C4","doxycycline","doxycycline",NA,"hmdb:HMDB0014399","pubchem:54671203","","kegg:D00307","CAS:24390-14-5","hmdb:HMDB0014399",NA,NA,NA,NA,"","Doxycycline"
100003047,209,39796,141948,"Xenobiotics","Food Component/Plant",4711,"NAMED","FLDFNEBHEXLZRX-DLQNOBSRSA-N","O[C@@H]1[C@@](O[C@H]([C@@H]([C@H]2O)O)O[C@H](CO)[C@H]2O)(CO[C@]([C@H]3O)(CO[C@]([C@H]4O)(CO)O[C@H](CO)[C@H]4O)O[C@H](CO)[C@H]3O)O[C@H](CO)[C@H]1O","1,1-kestotetraose","1,1-kestotetraose",NA,"hmdb:HMDB0039176","pubchem:3707011","chemspider:145907","","CAS:13133-07-8","hmdb:HMDB0039176",NA,NA,NA,NA,"",NA
100003101,209,39346,144302,"Cofactors and Vitamins","Tocopherol Metabolism",4371,"NAMED","MWDYOFPRWKTECC-UHFFFAOYSA-N","OC(C1C(O)C(O)C(O)C(OC2=C(C)C(C)=C(OC(C)(CCC(O)=O)CC3)C3=C2C)O1)=O","alpha-CEHC glucuronide*","alpha-CEHC glucuronide*",NA,"hmdb:HMDB0062445","pubchem:134819285","","","CAS:477200-36-5","hmdb:HMDB0062445",NA,NA,NA,NA,"","alpha-CEHC glucuronide"
100003109,209,40479,143013,"Xenobiotics","Food Component/Plant",4782,"NAMED","ILGMGHZPXRDCCS-UHFFFAOYSA-N","O=C(NC1=C2C=CC=C1)C2CC(O)=O","2-oxindole-3-acetate","2-oxindole-3-acetate",NA,"hmdb:HMDB0035514","pubchem:3080590","chemspider:2338343","","CAS:2971-31-5","hmdb:HMDB0035514",NA,NA,NA,NA,"","2-Oxindole-3-acetate"
100003119,209,39732,143757,"Lipid","Endocannabinoid",2173,"NAMED","KOGRJTUIKPMZEJ-KTKRTIGZSA-N","O=C(CCCCCCC/C=C\CCCCCCCC)NCCS(O)(=O)=O","N-oleoyltaurine","N-oleoyltaurine",NA,"","pubchem:6437033","chemspider:4941625","","CAS:52514-04-2","pubchem:6437033",NA,NA,NA,NA,"","NA-Taurine 18:1(9Z)"
100003151,402,46223,159669,"Lipid","Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",1892,"NAMED","MJLXQSQYKZWZCB-DQFWFXSYSA-N","[O-]C(C[C@H](C[N+](C)(C)C)OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)=O","linoleoylcarnitine (C18:2)*","linoleoylcarnitine (C18:2)*",NA,"hmdb:HMDB0006469","pubchem:6450015","chemspider:4952667","","CAS:36816-10-1","hmdb:HMDB0006469",NA,NA,NA,NA,"","CAR 18:2"
100003169,209,40008,141960,"Peptide","Dipeptide",853,"NAMED","UCGDDTHMMVWVMV-UHFFFAOYSA-N","O=C(C(C(CC)C)N)NCC(O)=O","isoleucylglycine","isoleucylglycine",NA,"hmdb:HMDB0028907","pubchem:342532","chemspider:303621","","CAS:868-28-0","hmdb:HMDB0028907",NA,NA,NA,NA,"","Ile-Gly"
100003179,400,40010,156665,"Peptide","Dipeptide",867,"NAMED","HSQGMTRYSIHDAC-UHFFFAOYSA-N","O=C(C(CC(C)C)N)NC(C)C(O)=O","leucylalanine","leucylalanine",NA,"hmdb:HMDB0028922","pubchem:81721","chemspider:227625","","CAS:7298-84-2","hmdb:HMDB0028922",NA,NA,NA,NA,"","Leu-Ala"
100003185,209,40045,141970,"Peptide","Dipeptide",872,"NAMED","LESXFEZIFXFIQR-UHFFFAOYSA-N","O=C(C(CC(C)C)N)NCC(O)=O","leucylglycine","leucylglycine",NA,"hmdb:HMDB0028929","pubchem:79070","chemspider:71402","","CAS:686-50-0","hmdb:HMDB0028929",NA,NA,NA,NA,"","Leu-Gly"
100003240,209,39730,143759,"Lipid","Endocannabinoid",2174,"NAMED","LMIJIHJZVURGQK-UHFFFAOYSA-N","O=C(CCCCCCCCCCCCCCCCC)NCCS(=O)(O)=O","N-stearoyltaurine","N-stearoyltaurine",NA,"","pubchem:168274","chemspider:147194","","CAS:63155-80-6","pubchem:168274",NA,NA,NA,NA,"","NA-Taurine 18:0"
100003258,209,63990,232911,"Cofactors and Vitamins","Ascorbate and Aldarate Metabolism",4353,"NAMED","RMHBODZVODTFAH-UHFFFAOYSA-N","OC1=C(OC)C(C(C(CO)O)O1)=O","2-O-methylascorbic acid","2-O-methylascorbic acid",NA,"hmdb:HMDB0240294","pubchem:54726398","chemspider:90149","","CAS:17860-87-6","hmdb:HMDB0240294",NA,NA,NA,NA,"","2-O-Methylascorbic acid"
100003260,400,40007,161438,"Amino Acid","Glutamate Metabolism",58,"NAMED","SRGQUICKDUQCKO-UHFFFAOYSA-N","O=C(CCCNCCC(O)=O)O","carboxyethyl-GABA","carboxyethyl-GABA",NA,"hmdb:HMDB0002201","pubchem:2572","chemspider:2474","","CAS:4386-03-2","hmdb:HMDB0002201",NA,NA,NA,NA,"","N-Carboxyethyl-gamma-aminobutyric acid"
100003271,209,54923,208316,"Amino Acid","Glutamate Metabolism",56,"NAMED","GAQNUGISBQJMKO-UHFFFAOYSA-N","OC(CC(C(NC(CCC(O)=O)C(O)=O)=O)(CC(O)=O)O)=O","beta-citrylglutamate","beta-citrylglutamate",NA,"","pubchem:189741","chemspider:19992713","kegg:C20775","CAS:73590-26-8","pubchem:189741",NA,NA,NA,NA,"","Beta-Citryl-glutamic acid"
100003272,209,40421,142983,"Xenobiotics","Drug - Metabolic",5787,"NAMED","BPRHUIZQVSMCRT-VEUZHWNKSA-N","O=S(N(C)C1=NC(C2=CC=C(F)C=C2)=C(/C=C/[C@H](C[C@H](CC(O)=O)O)O)C(C(C)C)=N1)(C)=O","rosuvastatin","rosuvastatin",NA,"hmdb:HMDB0015230","pubchem:446157","chemspider:393589","kegg:D01915","CAS:147098-20-2","hmdb:HMDB0015230",NA,NA,NA,NA,"","Rosuvastatin"
100003397,400,40406,156717,"Lipid","Phospholipid Metabolism",2244,"NAMED","UYPYRKYUKCHHIB-UHFFFAOYSA-N","C[N+](C)([O-])C","trimethylamine N-oxide","trimethylamine N-oxide",NA,"hmdb:HMDB0000925","pubchem:1145","chemspider:1113","kegg:C01104","CAS:1184-78-7","hmdb:HMDB0000925",NA,NA,NA,NA,"","Trimethylamine N-oxide"
100003415,400,62860,220638,"Amino Acid","Lysine Metabolism",114,"NAMED","PQNASZJZHFPQLE-LURJTMIESA-N","O=C([C@H](CCCCNC)N)O","N6-methyllysine","N6-methyllysine",NA,"hmdb:HMDB0002038","pubchem:164795","chemspider:144469","kegg:C02728","CAS:1188-07-4","hmdb:HMDB0002038",NA,NA,NA,NA,"","N(6)-Methyllysine"
100003432,209,40481,143017,"Xenobiotics","Food Component/Plant",4880,"NAMED","BOLQJTPHPSDZHR-UHFFFAOYSA-N","O=C(CCC1=CC=C(O)C(OC)=C1)O","dihydroferulate","dihydroferulate",NA,"hmdb:HMDB0062121","pubchem:14340","chemspider:13701","","CAS:1135-23-5","hmdb:HMDB0062121",NA,NA,NA,NA,"","Dihydroferulic acid"
100003434,400,40730,156802,"Amino Acid","Histidine Metabolism",80,"NAMED","ZCKYOWGFRHAZIQ-UHFFFAOYSA-N","OC(CCC1=CN=CN1)=O","imidazole propionate","imidazole propionate",NA,"hmdb:HMDB0002271","pubchem:70630","chemspider:63798","","CAS:1074-59-5","hmdb:HMDB0002271",NA,NA,NA,NA,"","Imidazole propanoate"
100003442,402,40461,159281,"Xenobiotics","Drug - Psychoactive",5876,"NAMED","AHOUBRCZNHFOSL-YOEHRIQHSA-N","FC1=CC=[C@]([C@@H]2CCNC[C@H]2COC3=CC(OCO4)=C4C=C3)C=C1","paroxetine","paroxetine",NA,"hmdb:HMDB0014853","pubchem:43815","chemspider:39888","kegg:C07415,D02362","CAS:110429-49-8","hmdb:HMDB0014853",NA,NA,NA,NA,"","Paroxetine"
100003444,402,40459,159280,"Xenobiotics","Drug - Psychoactive",5878,"NAMED","WSEQXVZVJXJVFP-FQEVSTJZSA-N","FC1=CC=[C@]([C@]2(CCCN(C)C)OCC3=C2C=CC(C#N)=C3)C=C1","citalopram/escitalopram","citalopram/escitalopram",NA,"hmdb:HMDB0005028","pubchem:146570","chemspider:129277","kegg:D07913","CAS:219861-08-2","hmdb:HMDB0005028",NA,NA,NA,NA,"","Escitalopram"
100003446,400,40492,221368,"Xenobiotics","Drug - Psychoactive",5883,"NAMED","GJJFMKBJSRMPLA-AFYYWNPRSA-N","O=C(C1([C@H](C1)CN)C2=CC=CC=C2)N(CC)CC","milnacipran","milnacipran",NA,"hmdb:HMDB0015602","pubchem:65833","","kegg:DG00960,D08222","CAS:101152-94-7","hmdb:HMDB0015602",NA,NA,NA,NA,"","Milnacipran"
100003450,400,40437,221354,"Xenobiotics","Drug - Psychoactive",5886,"NAMED","RONZAEMNMFQXRA-UHFFFAOYSA-N","CN(CC1)CC(C2=C(C3)C=CC=C2)N1C4=C3C=CC=N4","mirtazapine","mirtazapine",NA,"hmdb:HMDB0014514","pubchem:4205","chemspider:4060","kegg:C07570","CAS:61337-67-5","hmdb:HMDB0014514",NA,NA,NA,NA,"","Mirtazapine"
100003470,209,40708,143065,"Lipid","Progestin Steroids",3284,"NAMED","ZFFFJLDTCLJDHL-JQYCEVDMSA-N","[H][C@]12CC[C@]3([C@@]4(CC[C@]([C@@H](O)C)([C@]4(CC[C@@]3([C@]1(CC[C@@H](O[C@@H]5O[C@H]([C@](O)=O)[C@H]([C@@H]([C@H]5O)O)O)C2)C)[H])C)[H])[H])[H]","pregnanediol-3-glucuronide","pregnanediol-3-glucuronide",NA,"hmdb:HMDB0010318","pubchem:123796","chemspider:110346","","CAS:1852-49-9","hmdb:HMDB0010318",NA,NA,NA,NA,"","Pregnanediol-3-glucuronide"
100003472,209,41397,143897,"Xenobiotics","Food Component/Plant",4718,"NAMED","KAOMOVYHGLSFHQ-UTOQUPLUSA-N","O=C(C1=C(O)C=CC=C1CCCCCCC/C=C\C/C=C\CCC)O","(15:2)-anacardic acid","(15:2)-anacardic acid",NA,"hmdb:HMDB0033896","pubchem:11824131","chemspider:9998782","","CAS:11034-77-8","hmdb:HMDB0033896",NA,NA,NA,NA,"","Anacardic acid C15:2"
100003473,400,41494,156849,"Xenobiotics","Food Component/Plant",4817,"NAMED","XUHLIQGRKRUKPH-ITZCMCNPSA-N","C=CCS(C[C@H](N)C(O)=O)=O","alliin","alliin",NA,"hmdb:HMDB0033592","pubchem:87310","chemspider:78760","kegg:C08265","CAS:556-27-4","hmdb:HMDB0033592",NA,NA,NA,NA,"","Alliin"
100003600,209,40719,143069,"Xenobiotics","Food Component/Plant",4716,"NAMED","ADFWQBGTDJIESE-UHFFFAOYSA-N","O=C(C1=C(CCCCCCCCCCCCCCC)C=CC=C1O)O","(15:0)-anacardic acid","(15:0)-anacardic acid",NA,"hmdb:HMDB0033896","pubchem:167551","chemspider:146579","kegg:C10759","CAS:16611-84-0","hmdb:HMDB0033896",NA,NA,NA,NA,"","Anacardic acid C15:2"
100003641,209,40475,143011,"Peptide","Dipeptide",1034,"NAMED","IOUPEELXVYPCPG-UHFFFAOYSA-N","O=C(C(C(C)C)N)NCC(O)=O","valylglycine","valylglycine",NA,"hmdb:HMDB0029127","pubchem:136487","chemspider:120256","","CAS:686-43-1","hmdb:HMDB0029127",NA,NA,NA,NA,"","Val-Gly"
100003674,400,40703,156791,"Peptide","Dipeptide",947,"NAMED","RNKSNIBMTUYWSH-YFKPBYRVSA-N","O=[C@]([C@H]1NCCC1)NCC(O)=O","prolylglycine","prolylglycine",NA,"hmdb:HMDB0011178","pubchem:6426709","chemspider:4932143","","CAS:2578-57-6","hmdb:HMDB0011178",NA,NA,NA,NA,"","Pro-Gly"
