"CHEM_ID","LIB_ID","COMP_ID","CHRO_LIB_ENTRY_ID","SUPER_PATHWAY","SUB_PATHWAY","PATHWAY_SORTORDER","TYPE","INCHIKEY","SMILES","CHEMICAL_NAME","PLOT_NAME","X","HMDB","PUBCHEM","CHEMSPIDER","KEGG","CAS","PRIMARY_ID","X.1","X.2","X.3","X.4","X.5","Standardized name"
409,209,1303,123199,"Energy","TCA Cycle",1452,"NAMED","BJEPYKJPYRNKOW-UHFFFAOYSA-N","OC(C(O)=O)CC(O)=O","malate","malate",NA,"hmdb:HMDB0031518,HMDB0000156,HMDB0000744","pubchem:525","chemspider:510","kegg:C00149,C00711,C00497","CAS:6915-15-7","hmdb:HMDB0031518",NA,NA,NA,NA,"","Malic acid"
413,209,1581,164709,"Amino Acid","Tryptophan Metabolism",291,"NAMED","DRLFMBDRBRZALE-UHFFFAOYSA-N","COC(C=C1)=CC2=C1NC=C2CCNC(C)=O","melatonin","melatonin",NA,"hmdb:HMDB0001389","pubchem:896","chemspider:872","kegg:D08170,C01598","CAS:73-31-4","hmdb:HMDB0001389",NA,NA,NA,NA,"","Melatonin"
415,400,1302,155355,"Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism",434,"NAMED","FFEARJCKVFRZRR-UHFFFAOYSA-N","CSCCC(N)C(O)=O","methionine","methionine",NA,"hmdb:HMDB0000696","pubchem:6137","chemspider:5907","kegg:C00073","CAS:63-68-3","hmdb:HMDB0000696",NA,NA,NA,NA,"","Methionine"
418,305,1496,145730,"Lipid","Fatty Acid Metabolism (also BCAA Metabolism)",1775,"NAMED","ZIYVHBGGAOATLY-UHFFFAOYSA-N","O=C(C(C(O)=O)C)O","methylmalonate (MMA)","methylmalonate (MMA)",NA,"hmdb:HMDB0000202","pubchem:487","chemspider:473","kegg:C02170","CAS:516-05-2","hmdb:HMDB0000202",NA,NA,NA,NA,"","Methylmalonic acid"
424,209,1336,125720,"Lipid","Long Chain Saturated Fatty Acid",1511,"NAMED","IPCSVZSSVZVIGE-UHFFFAOYSA-N","OC(CCCCCCCCCCCCCCC)=O","palmitate (16:0)","palmitate (16:0)",NA,"hmdb:HMDB0000220","pubchem:985","chemspider:960","kegg:C00249","CAS:57-10-3","hmdb:HMDB0000220",NA,NA,NA,NA,"","Palmitic acid"
432,400,594,155332,"Cofactors and Vitamins","Nicotinate and Nicotinamide Metabolism",4305,"NAMED","DFPAKSUCGFBDDF-UHFFFAOYSA-N","NC(C1=CN=CC=C1)=O","nicotinamide","nicotinamide",NA,"hmdb:HMDB0001406","pubchem:936","chemspider:911","kegg:C00153","CAS:98-92-0","hmdb:HMDB0001406",NA,NA,NA,NA,"","Niacinamide"
439,209,1358,125724,"Lipid","Long Chain Saturated Fatty Acid",1515,"NAMED","QIQXTHQIDYTFRH-UHFFFAOYSA-N","CCCCCCCCCCCCCCCCCC(O)=O","stearate (18:0)","stearate (18:0)",NA,"hmdb:HMDB0000827","pubchem:5281","chemspider:5091","kegg:C01530","CAS:57-11-4","hmdb:HMDB0000827",NA,NA,NA,NA,"","Stearic acid"
444,400,1493,155375,"Amino Acid","Urea cycle; Arginine and Proline Metabolism",487,"NAMED","AHLPHDHHMVZTML-BYPYZUCNSA-N","O=C(O)[C@@H](N)CCCN","ornithine","ornithine",NA,"hmdb:HMDB0000214","pubchem:6262","chemspider:6026","kegg:C00077","CAS:3184-13-2","hmdb:HMDB0000214",NA,NA,NA,NA,"","Ornithine"
445,305,1505,146440,"Nucleotide","Pyrimidine Metabolism, Orotate containing",4208,"NAMED","PXQPEWDEAKTCGB-UHFFFAOYSA-N","O=C(C1=CC(O)=NC(O)=N1)O","orotate","orotate",NA,"hmdb:HMDB0000226","pubchem:967","chemspider:942","kegg:C00295","CAS:50887-69-9","hmdb:HMDB0000226",NA,NA,NA,NA,"","Orotic acid"
452,209,33447,126083,"Lipid","Long Chain Monounsaturated Fatty Acid",1530,"NAMED","SECPZKHBENQXJG-FPLPWBNLSA-N","CCCCCC\C=C/CCCCCCCC(O)=O","palmitoleate (16:1n7)","palmitoleate (16:1n7)",NA,"hmdb:HMDB0003229","pubchem:445638","chemspider:393216","kegg:C08362","CAS:373-49-9","hmdb:HMDB0003229",NA,NA,NA,NA,"","Palmitoleic acid"
460,400,64,155301,"Amino Acid","Phenylalanine Metabolism",140,"NAMED","COLNVLDHVKWLRT-UHFFFAOYSA-N","NC(C(O)=O)CC1=CC=CC=C1","phenylalanine","phenylalanine",NA,"hmdb:HMDB0000159","pubchem:6140","chemspider:5910","kegg:C00079","CAS:63-91-2","hmdb:HMDB0000159",NA,NA,NA,NA,"","Phenylalanine"
461,400,42109,156915,"Energy","Oxidative Phosphorylation",1469,"NAMED","NBIIXXVUZAFLBC-UHFFFAOYSA-N","O=P(O)(O)O","phosphate","phosphate",NA,"hmdb:HMDB0001429","pubchem:1061","chemspider:1032","kegg:C00009","CAS:7664-38-2","hmdb:HMDB0001429",NA,NA,NA,NA,"","Phosphoric acid"
466,209,598,143837,"Xenobiotics","Food Component/Plant",5000,"NAMED","RLCKHJSFHOZMDR-UHFFFAOYSA-N","CC(CCCC(CCCC(CCCC(C)C)C)C)CC(O)=O","phytanate","phytanate",NA,"hmdb:HMDB0000801","pubchem:26840","chemspider:10140204","kegg:C01607","CAS:14721-66-5","hmdb:HMDB0000801",NA,NA,NA,NA,"","Phytanic acid"
477,209,38271,151095,"Lipid","Fatty Acid, Branched",1653,"NAMED","PAHGJZDQXIOYTH-UHFFFAOYSA-N","CC(C)CCCC(C)CCCC(C)CCCC(C)C(O)=O","pristanate","pristanate",NA,"hmdb:HMDB0000795","pubchem:123929","chemspider:110458","","CAS:1189-37-3","hmdb:HMDB0000795",NA,NA,NA,NA,"","Pristanic acid"
480,209,1898,124599,"Amino Acid","Urea cycle; Arginine and Proline Metabolism",495,"NAMED","ONIBWKKTOPOVIA-UHFFFAOYSA-N","OC(C1CCCN1)=O","proline","proline",NA,"hmdb:HMDB0000162,HMDB0003411","pubchem:8988,145742,614","chemspider:128566","kegg:C00148,C000763","CAS:147-85-3","hmdb:HMDB0000162",NA,NA,NA,NA,"","Proline"
482,209,527,123163,"Carbohydrate","Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",1240,"NAMED","JVTAAEKCZFNVCJ-UHFFFAOYSA-N","CC(O)C(O)=O","lactate","lactate",NA,"hmdb:HMDB0000190","pubchem:612","chemspider:592","kegg:C00186","CAS:79-33-4","hmdb:HMDB0000190",NA,NA,NA,NA,"","Lactic acid"
498,402,1806,165222,"Cofactors and Vitamins","Vitamin A Metabolism",4430,"NAMED","FPIPGXGPPPQFEQ-OVSJKPMPSA-N","C/C(/C=C/C(C(C)(CCC1)C)=C1C)=C\C=C\C(C)=C\CO","retinol (Vitamin A)","retinol (Vitamin A)",NA,"hmdb:HMDB0000305","pubchem:445354","chemspider:393012","kegg:C00473","CAS:68-26-8","hmdb:HMDB0000305",NA,NA,NA,NA,"","Retinol"
501,305,1515,164364,"Xenobiotics","Drug - Topical Agents",5960,"NAMED","YGSDEFSMJLZEOE-UHFFFAOYSA-N","OC1=C(C(O)=O)C=CC=C1","salicylate","salicylate",NA,"hmdb:HMDB0001895","pubchem:338","chemspider:331","kegg:C00805","CAS:69-72-7","hmdb:HMDB0001895",NA,NA,NA,NA,"","Salicylic acid"
503,400,1648,155437,"Amino Acid","Glycine, Serine and Threonine Metabolism",10,"NAMED","MTCFGRXMJLQNBG-REOHCLBHSA-N","OC([C@@H](N)CO)=O","serine","serine",NA,"hmdb:HMDB0000187","pubchem:5951","chemspider:5736","kegg:C00065","CAS:56-45-1","hmdb:HMDB0000187",NA,NA,NA,NA,"","Serine"
504,400,2342,155468,"Amino Acid","Tryptophan Metabolism",287,"NAMED","QZAYGJVTTNCVMB-UHFFFAOYSA-N","NCCC1=CNC(C=C2)=C1C=C2O","serotonin","serotonin",NA,"hmdb:HMDB0000259","pubchem:5202","chemspider:5013","kegg:C00780","CAS:153-98-0","hmdb:HMDB0000259",NA,NA,NA,NA,"","Serotonin"
507,400,603,155336,"Amino Acid","Polyamine Metabolism",552,"NAMED","PFNFFQXMRSDOHW-UHFFFAOYSA-N","NCCCNCCCCNCCCN","spermine","spermine",NA,"hmdb:HMDB0001256","pubchem:1103","chemspider:1072","kegg:C00750","CAS:71-44-3","hmdb:HMDB0001256",NA,NA,NA,NA,"","Spermine"
512,400,2125,155458,"Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism",471,"NAMED","XOAAWQZATWQOTB-UHFFFAOYSA-N","NCCS(=O)(O)=O","taurine","taurine",NA,"hmdb:HMDB0000251","pubchem:1123","chemspider:1091","kegg:C00245","CAS:107-35-7","hmdb:HMDB0000251",NA,NA,NA,NA,"","Taurine"
519,209,1365,125728,"Lipid","Long Chain Saturated Fatty Acid",1508,"NAMED","TUNFSRHWOTWDNC-UHFFFAOYSA-N","OC(CCCCCCCCCCCCC)=O","myristate (14:0)","myristate (14:0)",NA,"hmdb:HMDB0000806","pubchem:11005","chemspider:10539","kegg:C06424","CAS:544-63-8","hmdb:HMDB0000806",NA,NA,NA,NA,"","Myristic acid"
533,400,1670,155443,"Amino Acid","Urea cycle; Arginine and Proline Metabolism",485,"NAMED","XSQUKJJJFZCRTK-UHFFFAOYSA-N","O=C(N)N","urea","urea",NA,"hmdb:HMDB0000294","pubchem:1176","chemspider:1143","kegg:C00086","CAS:57-13-6","hmdb:HMDB0000294",NA,NA,NA,NA,"","Urea"
535,209,606,123185,"Nucleotide","Pyrimidine Metabolism, Uracil containing",4220,"NAMED","DRTQHJPVMGBUCF-UHFFFAOYSA-N","OC1C(N(C=CC2=O)C(N2)=O)OC(CO)C1O","uridine","uridine",NA,"hmdb:HMDB0000296","pubchem:6029","chemspider:5807","kegg:C00299","CAS:58-96-8","hmdb:HMDB0000296",NA,NA,NA,NA,"","Uridine"
536,209,52602,165330,"Nucleotide","Pyrimidine Metabolism, Uracil containing",4236,"NAMED","MXHRCPNRJAMMIM-UHFFFAOYSA-N","O=C(NC1=O)N(C=C1)C(CC2O)OC2CO","2'-deoxyuridine","2'-deoxyuridine",NA,"hmdb:HMDB0000012","pubchem:13712","chemspider:13118","kegg:C00526","CAS:951-78-0","hmdb:HMDB0000012",NA,NA,NA,NA,"","Deoxyuridine"
537,400,607,155340,"Amino Acid","Histidine Metabolism",78,"NAMED","LOIYMIARKYCTBW-OWOJBTEDSA-N","O=C(O)/C=C/C1=CNC=N1","trans-urocanate","trans-urocanate",NA,"hmdb:HMDB0000301","pubchem:736715","chemspider:643824","kegg:C00785","CAS:104-98-3","hmdb:HMDB0000301",NA,NA,NA,NA,"","Urocanic acid"
561,400,57,155297,"Amino Acid","Glutamate Metabolism",44,"NAMED","WHUUTDBJXJRKMK-VKHMYHEASA-N","O=C(O)[C@@H](N)CCC(O)=O","glutamate","glutamate",NA,"hmdb:HMDB0000148","pubchem:33032","chemspider:591","kegg:C00025,C00217","CAS:56-86-0","hmdb:HMDB0000148",NA,NA,NA,NA,"","Glutamic acid"
563,400,53,155293,"Amino Acid","Glutamate Metabolism",45,"NAMED","ZDXPYRJPNDTMRX-VKHMYHEASA-N","OC([C@@H](N)CCC(N)=O)=O","glutamine","glutamine",NA,"hmdb:HMDB0000641","pubchem:5961","chemspider:5746","kegg:C00064","CAS:56-85-9","hmdb:HMDB0000641",NA,NA,NA,NA,"","Glutamine"
564,400,1284,155352,"Amino Acid","Glycine, Serine and Threonine Metabolism",17,"NAMED","AYFVYJQAPQTCCC-GBXIJSLDSA-N","N[C@H](C(O)=O)[C@H](O)C","threonine","threonine",NA,"hmdb:HMDB0000167","pubchem:6288","chemspider:6051","kegg:C00188","CAS:72-19-5","hmdb:HMDB0000167",NA,NA,NA,NA,"","Threonine"
565,400,54,155294,"Amino Acid","Tryptophan Metabolism",254,"NAMED","QIVBCDIJIAJPQS-VIFPVBQESA-N","O=C(O)[C@@H](N)CC1=CNC2=C1C=CC=C2","tryptophan","tryptophan",NA,"hmdb:HMDB0000929","pubchem:6305","chemspider:6066","kegg:C00078","CAS:73-22-3","hmdb:HMDB0000929",NA,NA,NA,NA,"","Tryptophan"
566,400,1649,155438,"Amino Acid","Leucine, Isoleucine and Valine Metabolism",416,"NAMED","KZSNJWFQEVHDMF-BYPYZUCNSA-N","N[C@H](C(O)=O)C(C)C","valine","valine",NA,"hmdb:HMDB0000883","pubchem:6287","chemspider:6050","kegg:C00183","CAS:72-18-4","hmdb:HMDB0000883",NA,NA,NA,NA,"","Valine"
572,305,48152,151982,"Carbohydrate","Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",1223,"NAMED","WQZGKKKJIJFFOK-DVKNGEFBSA-N","O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O","glucose","glucose",NA,"hmdb:HMDB0000122","pubchem:5793","chemspider:71358","kegg:C00031","CAS:50-99-7","hmdb:HMDB0000122",NA,NA,NA,NA,"","Glucose"
796,305,4968,152126,"Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism",454,"NAMED","TYEYBOSBBBHJIV-UHFFFAOYSA-N","OC(C(CC)=O)=O","alpha-ketobutyrate","alpha-ketobutyrate",NA,"hmdb:HMDB0000005","pubchem:58","chemspider:2829426","kegg:C00109","CAS:600-18-0","hmdb:HMDB0000005",NA,NA,NA,NA,"","3-Methyl pyruvic acid"
798,209,555,124777,"Nucleotide","Purine Metabolism, Adenine containing",4147,"NAMED","OIRDTQYFTABQOQ-KQYNXXCUSA-N","NC1=NC=NC2=C1N=CN2[C@@]3([H])[C@@](O)([H])[C@@](O)([H])[C@](CO)([H])O3","adenosine","adenosine",NA,"hmdb:HMDB0000050","pubchem:60961","chemspider:54923","kegg:C00212","CAS:58-61-7","hmdb:HMDB0000050",NA,NA,NA,NA,"","Adenosine"
799,400,3141,155487,"Amino Acid","Glycine, Serine and Threonine Metabolism",7,"NAMED","KWIUHFFTVRNATP-UHFFFAOYSA-N","O=C(C[N+](C)(C)C)[O-]","betaine","betaine",NA,"hmdb:HMDB0000043","pubchem:247","chemspider:19951173,242","kegg:C00719","CAS:107-43-7","hmdb:HMDB0000043",NA,NA,NA,NA,"","Betaine"
800,400,1868,155454,"Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism",455,"NAMED","XUJNEKJLAYXESH-REOHCLBHSA-N","SC[C@H](N)C(O)=O","cysteine","cysteine",NA,"hmdb:HMDB0000574","pubchem:5862","chemspider:5653","kegg:C00097","CAS:56-89-3,52-90-4","hmdb:HMDB0000574",NA,NA,NA,NA,"","Cysteine"
803,305,48153,152039,"Carbohydrate","Fructose, Mannose and Galactose Metabolism",1353,"NAMED","WQZGKKKJIJFFOK-DXQLJALPSA-N","O[C@@H]1C(CO)O[C@@H](O)[C@@H](O)[C@H]1O","mannose","mannose",NA,"hmdb:HMDB0000169","pubchem:82308,439680,185698,18950","chemspider:141983","kegg:C00159,C02209,C00936","CAS:3458-28-4","hmdb:HMDB0000169",NA,NA,NA,NA,"","Mannose"
806,400,5086,155492,"Amino Acid","Glycine, Serine and Threonine Metabolism",6,"NAMED","FFDGPVCHZBVARC-UHFFFAOYSA-N","CN(C)CC(O)=O","dimethylglycine","dimethylglycine",NA,"hmdb:HMDB0000092","pubchem:673","chemspider:653","kegg:C03626","CAS:1118-68-9","hmdb:HMDB0000092",NA,NA,NA,NA,"","Dimethylglycine"
811,400,1126,155351,"Amino Acid","Alanine and Aspartate Metabolism",29,"NAMED","QNAYBMKLOCPYGJ-REOHCLBHSA-N","O=C(O)[C@@H](N)C","alanine","alanine",NA,"hmdb:HMDB0000161","pubchem:5950","chemspider:5735","kegg:C00041","CAS:56-41-7","hmdb:HMDB0000161",NA,NA,NA,NA,"","Alanine"
815,209,1299,124543,"Amino Acid","Tyrosine Metabolism",162,"NAMED","OUYCCCASQSFEME-QMMMGPOBSA-N","N[C@@H](CC1=CC=C(O)C=C1)C(O)=O","tyrosine","tyrosine",NA,"hmdb:HMDB0000158","pubchem:6057","chemspider:5833","kegg:C00082","CAS:60-18-4","hmdb:HMDB0000158",NA,NA,NA,NA,"","Tyrosine"
818,305,15872,147518,"Lipid","Fatty Acid Synthesis",1473,"NAMED","OFOBLEOULBTSOW-UHFFFAOYSA-N","O=C(O)CC(O)=O","malonate","malonate",NA,"hmdb:HMDB0000691","pubchem:867","chemspider:844","kegg:C00383","CAS:26522-22-85-0,141-82-2","hmdb:HMDB0000691",NA,NA,NA,NA,"","Malonic acid"
821,209,33442,125870,"Nucleotide","Pyrimidine Metabolism, Uracil containing",4222,"NAMED","PTJWIQPHWPFNBW-GBNDHIKLSA-N","O[C@]1([H])[C@@](O)([H])[C@](CO)([H])O[C@]1(C2=CNC(NC2=O)=O)[H]","pseudouridine","pseudouridine",NA,"hmdb:HMDB0000767","pubchem:15047","chemspider:21403010","kegg:C02067","CAS:1445-07-4","hmdb:HMDB0000767",NA,NA,NA,NA,"","Pseudouridine"
823,209,42582,123329,"Carbohydrate","Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",1239,"NAMED","LCTONWCANYUPML-UHFFFAOYSA-N","CC(C(O)=O)=O","pyruvate","pyruvate",NA,"hmdb:HMDB0000243","pubchem:1060","chemspider:96901","kegg:C00022","CAS:127-17-3","hmdb:HMDB0000243",NA,NA,NA,NA,"","Pyruvic acid"
825,305,605,146422,"Nucleotide","Pyrimidine Metabolism, Uracil containing",4221,"NAMED","ISAKRJDGNUQOIC-UHFFFAOYSA-N","O=C(NC=C1)NC1=O","uracil","uracil",NA,"hmdb:HMDB0000300","pubchem:1174","chemspider:1141","kegg:C00106","CAS:66-22-8","hmdb:HMDB0000300",NA,NA,NA,NA,"","Uracil"
826,305,15581,146484,"Carbohydrate","Pentose Metabolism",1267,"NAMED","PYMYPHUHKUWMLA-VPENINKCSA-N","O=C[C@@H]([C@H]([C@@H](CO)O)O)O","xylose","xylose",NA,"hmdb:HMDB0000098","pubchem:135191","chemspider:85957","kegg:C00181","CAS:609-06-3","hmdb:HMDB0000098",NA,NA,NA,NA,"","Xylose"
827,209,514,123161,"Nucleotide","Pyrimidine Metabolism, Cytidine containing",4252,"NAMED","UHDGCWIWMRVCDJ-XVFCMESISA-N","OC[C@@H]1[C@H]([C@H]([C@H](N2C(N=C(C=C2)N)=O)O1)O)O","cytidine","cytidine",NA,"hmdb:HMDB0000089","pubchem:6175","chemspider:5940","kegg:C00475","CAS:65-46-3","hmdb:HMDB0000089",NA,NA,NA,NA,"","Cytidine"
828,305,575,146408,"Carbohydrate","Pentose Metabolism",1269,"NAMED","SRBFZHDQGSBBOR-SQOUGZDYSA-N","O[C@@H]1CO[C@@H](O)[C@@H](O)[C@@H]1O","arabinose","arabinose",NA,"hmdb:HMDB0029942","pubchem:66308","chemspider:59687","kegg:C00216","CAS:28697-53-2","hmdb:HMDB0029942",NA,NA,NA,NA,"","Arabinose"
848,400,553,155318,"Xenobiotics","Tobacco Metabolite",4611,"NAMED","UIKROCXWUNQSPJ-VIFPVBQESA-N","O=C1CC[C@@H]([C@]2=CN=CC=C2)N1C","cotinine","cotinine",NA,"hmdb:HMDB0001046","pubchem:408","chemspider:746405","","CAS:486-56-6","hmdb:HMDB0001046",NA,NA,NA,NA,"","Cotinine"
849,400,569,155325,"Xenobiotics","Xanthine Metabolism",4591,"NAMED","RYYVLZVUVIJVGH-UHFFFAOYSA-N","O=C(N(C)C1=C2N(C)C=N1)N(C)C2=O","caffeine","caffeine",NA,"hmdb:HMDB0001847","pubchem:2519","chemspider:2424","kegg:C07481","CAS:58-08-2","hmdb:HMDB0001847",NA,NA,NA,NA,"","Caffeine"
873,400,5341,155495,"Cofactors and Vitamins","Thiamine Metabolism",4421,"NAMED","OHQKBYLHTFYNQF-UHFFFAOYSA-N","NC1=C(C[N+]2=CSC(CC[O-])=C2C)C=NC(C)=N1","thiamin (Vitamin B1)","thiamin (Vitamin B1)",NA,"hmdb:HMDB0000235","pubchem:1130","","kegg:DG00125,C00378,D08580","CAS:59-43-8","hmdb:HMDB0000235",NA,NA,NA,NA,"","Thiamine"
878,305,48195,153126,"Carbohydrate","Fructose, Mannose and Galactose Metabolism",1347,"NAMED","RFSUNEUAIZKAJO-ARQDHWQXSA-N","OC[C@@]1(O)O[C@H](CO)[C@@H](O)[C@@H]1O","fructose","fructose",NA,"hmdb:HMDB0000660","pubchem:2723872","chemspider:5764","kegg:C00095","CAS:57-48-7","hmdb:HMDB0000660",NA,NA,NA,NA,"","Fructose"
880,400,554,155319,"Nucleotide","Purine Metabolism, Adenine containing",4148,"NAMED","GFFGJBXGBJISGV-UHFFFAOYSA-N","NC1=NC=NC2=C1N=CN2","adenine","adenine",NA,"hmdb:HMDB0000034","pubchem:190","chemspider:185","kegg:C00147","CAS:73-24-5","hmdb:HMDB0000034",NA,NA,NA,NA,"","Adenine"
881,400,573,155326,"Nucleotide","Pyrimidine Metabolism, Cytidine containing",4253,"NAMED","OPTASPLRGRRNAP-UHFFFAOYSA-N","NC1=NC(NC=C1)=O","cytosine","cytosine",NA,"hmdb:HMDB0000630","pubchem:597","chemspider:577","kegg:C00380","CAS:71-30-7","hmdb:HMDB0000630",NA,NA,NA,NA,"","Cytosine"
888,209,1642,125736,"Lipid","Medium Chain Fatty Acid",1495,"NAMED","GHVNFZFCNZKVNT-UHFFFAOYSA-N","CCCCCCCCCC(O)=O","caprate (10:0)","caprate (10:0)",NA,"hmdb:HMDB0000511","pubchem:2969","chemspider:2863","kegg:C01571","CAS:334-48-5","hmdb:HMDB0000511",NA,NA,NA,NA,"","Capric acid"
891,209,1121,125718,"Lipid","Long Chain Saturated Fatty Acid",1513,"NAMED","KEMQGTRYUADPNZ-UHFFFAOYSA-N","O=C(O)CCCCCCCCCCCCCCCC","margarate (17:0)","margarate (17:0)",NA,"hmdb:HMDB0002259","pubchem:10465","chemspider:10033","","CAS:506-12-7","hmdb:HMDB0002259",NA,NA,NA,NA,"","Margaric acid"
892,209,1356,125722,"Lipid","Long Chain Saturated Fatty Acid",1517,"NAMED","ISYWECDDZWTKFF-UHFFFAOYSA-N","CCCCCCCCCCCCCCCCCCC(O)=O","nonadecanoate (19:0)","nonadecanoate (19:0)",NA,"hmdb:HMDB0000772","pubchem:12591","chemspider:12071","kegg:C16535","CAS:646-30-0","hmdb:HMDB0000772",NA,NA,NA,NA,"","Nonadecenoic acid"
893,209,1118,125716,"Lipid","Long Chain Saturated Fatty Acid",1518,"NAMED","VKOBVWXKNCXXDE-UHFFFAOYSA-N","CCCCCCCCCCCCCCCCCCCC(O)=O","arachidate (20:0)","arachidate (20:0)",NA,"hmdb:HMDB0002212","pubchem:10467","chemspider:10035","kegg:C06425","CAS:506-30-9","hmdb:HMDB0002212",NA,NA,NA,NA,"","Arachidic acid"
913,305,15586,146486,"Carbohydrate","Glycogen Metabolism",1300,"NAMED","GUBGYTABKSRVRQ-ASMJPISFSA-N","O[C@@H]1[C@H]([C@H](O[C@@H]([C@H]1O)CO)O[C@H]2[C@@H]([C@H]([C@H](O[C@@H]2CO)O)O)O)O","maltose","maltose",NA,"hmdb:HMDB0000163","pubchem:10991489","chemspider:388469","kegg:C00208","CAS:6363-53-7","hmdb:HMDB0000163",NA,NA,NA,NA,"","Maltose"
917,400,512,155306,"Amino Acid","Alanine and Aspartate Metabolism",40,"NAMED","DCXYFEDJOCDNAF-REOHCLBHSA-N","NC(C[C@H](N)C(O)=O)=O","asparagine","asparagine",NA,"hmdb:HMDB0000168","pubchem:6267","chemspider:6031","kegg:C00152","CAS:70-47-3","hmdb:HMDB0000168",NA,NA,NA,NA,"","Asparagine"
922,402,1759,211070,"Lipid","Dihydroceramides",3013,"NAMED","KZTJQXAANJHSCE-OIDHKYIRSA-N","CCCCCCCCCCCCCCCCCC(N[C@H]([C@H](O)CCCCCCCCCCCCCCC)CO)=O","N-stearoyl-sphinganine (d18:0/18:0)*","N-stearoyl-sphinganine (d18:0/18:0)*",NA,"hmdb:HMDB0011761","pubchem:5283573","chemspider:4446686","","CAS:2304-80-5","hmdb:HMDB0011761",NA,NA,NA,NA,"","Cer 18:0;O2/18:0"
923,305,601,145712,"Nucleotide","Pyrimidine Metabolism, Orotate containing",4207,"NAMED","UFIVEPVSAGBUSI-UHFFFAOYSA-N","O=C(C(NC1=O)CC(N1)=O)O","dihydroorotate","dihydroorotate",NA,"hmdb:HMDB03349","pubchem:648","chemspider:628","kegg:C00337","CAS:155-54-4","hmdb:HMDB03349",NA,NA,NA,NA,"","4,5-Dihydroorotic acid"
925,209,1644,125738,"Lipid","Medium Chain Fatty Acid",1491,"NAMED","MNWFXJYAOYHMED-UHFFFAOYSA-N","CCCCCCC(O)=O","heptanoate (7:0)","heptanoate (7:0)",NA,"hmdb:HMDB0000666","pubchem:8094","chemspider:7803","kegg:C17714","CAS:111-14-8","hmdb:HMDB0000666",NA,NA,NA,NA,"","Heptylic acid"
926,209,32489,125850,"Lipid","Medium Chain Fatty Acid",1490,"NAMED","FUZZWVXGSFPDMH-UHFFFAOYSA-N","CCCCCC(O)=O","caproate (6:0)","caproate (6:0)",NA,"hmdb:HMDB0000535","pubchem:8892","chemspider:8552","kegg:C01585","CAS:142-62-1","hmdb:HMDB0000535",NA,NA,NA,NA,"","Caproic acid"
932,209,32492,125852,"Lipid","Medium Chain Fatty Acid",1492,"NAMED","WWZKQHOCKIZLMA-UHFFFAOYSA-N","CCCCCCCC(O)=O","caprylate (8:0)","caprylate (8:0)",NA,"hmdb:HMDB0000482","pubchem:379","chemspider:370","kegg:C06423","CAS:124-07-2","hmdb:HMDB0000482",NA,NA,NA,NA,"","Caprylic acid"
935,305,1519,147116,"Carbohydrate","Disaccharides and Oligosaccharides",1326,"NAMED","CZMRCDWAGMRECN-UGDNZRGBSA-N","OC[C@]1(O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)[C@H]([C@@H]([C@@H](CO)O1)O)O","sucrose","sucrose",NA,"hmdb:HMDB0000258","pubchem:5988","chemspider:5768","kegg:C00089","CAS:57-50-1","hmdb:HMDB0000258",NA,NA,NA,NA,"","Sucrose"
980,209,1361,125726,"Lipid","Long Chain Saturated Fatty Acid",1510,"NAMED","WQEPLUUGTLDZJY-UHFFFAOYSA-N","O=C(O)CCCCCCCCCCCCCC","pentadecanoate (15:0)","pentadecanoate (15:0)",NA,"hmdb:HMDB0000826","pubchem:13849","chemspider:13249","kegg:C16537","CAS:10002-84-2,1002-84-2","hmdb:HMDB0000826",NA,NA,NA,NA,"","Pentadecylic acid"
1001,400,32306,155905,"Amino Acid","Urea cycle; Arginine and Proline Metabolism",513,"NAMED","PMMYEEVYMWASQN-DMTCNVIQSA-N","O[C@@H]1C[C@@H](C(O)=O)NC1","trans-4-hydroxyproline","hydroxyproline",NA,"hmdb:HMDB0000725","pubchem:5810","chemspider:5605","kegg:C01157","CAS:51-35-4","hmdb:HMDB0000725",NA,NA,NA,NA,"","Hydroxyproline"
1002,305,1107,146424,"Nucleotide","Purine Metabolism, (Hypo)Xanthine/Inosine containing",4134,"NAMED","POJWUDADGALRAB-UHFFFAOYSA-N","O=C(N1)C(NC(N)=O)NC1=O","allantoin","allantoin",NA,"hmdb:HMDB0000462","pubchem:439714,204,439713","chemspider:199","kegg:C02348,C01551,C02350","CAS:97-59-6","hmdb:HMDB0000462",NA,NA,NA,NA,"","Allantoin"
1004,305,3147,147146,"Nucleotide","Purine Metabolism, (Hypo)Xanthine/Inosine containing",4122,"NAMED","LRFVTYWOQMYALW-UHFFFAOYSA-N","O=C(N1)C(N=CN2)=C2NC1=O","xanthine","xanthine",NA,"hmdb:HMDB0000292","pubchem:1188","chemspider:1151","kegg:C00385","CAS:69-89-6","hmdb:HMDB0000292",NA,NA,NA,NA,"","Xanthine"
